idRestaurant,InspectionDate,ViolationCode,ViolationDescription,CriticalFlag,Score,Grade
40719693,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25.0,
40719693,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,25.0,
40728711,2013-06-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A
40728711,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,A
40798514,2013-06-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,16.0,B
40798514,2013-06-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16.0,B
40798514,2013-06-13,09B,Thawing procedures improper.,Not Critical,16.0,B
40798514,2013-06-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16.0,B
40816772,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A
40816772,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,A
40816772,2013-06-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A
40861201,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A
40861201,2013-06-13,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,A
40907580,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A
40907580,2013-06-13,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,
40907580,2013-06-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A
40932574,2013-06-13,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,28.0,C
40932574,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,28.0,C
40932574,2013-06-13,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,28.0,C
40945916,2013-06-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26.0,
40945916,2013-06-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,26.0,
40945916,2013-06-13,04M,Live roaches present in facility's food and/or non-food areas.,Critical,26.0,
40945916,2013-06-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26.0,
40945916,2013-06-13,09B,Thawing procedures improper.,Not Critical,26.0,
40945916,2013-06-13,02B,Hot food item not held at or above 140º F.,Critical,26.0,
40958954,2013-06-13,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,31.0,
40958954,2013-06-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31.0,
40958954,2013-06-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,31.0,
40958954,2013-06-13,02B,Hot food item not held at or above 140º F.,Critical,31.0,
40958954,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31.0,
40958954,2013-06-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,31.0,
41015002,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,72.0,
41015002,2013-06-13,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,72.0,
41015002,2013-06-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,72.0,
41015002,2013-06-13,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,72.0,
41015002,2013-06-13,04M,Live roaches present in facility's food and/or non-food areas.,Critical,72.0,
41015002,2013-06-13,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,72.0,
41015002,2013-06-13,02B,Hot food item not held at or above 140º F.,Critical,72.0,
41015002,2013-06-13,09C,Food contact surface not properly maintained.,Not Critical,72.0,
41022886,2013-06-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9.0,A
41022886,2013-06-13,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,9.0,A
41022886,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A
41049159,2013-06-13,,,Not Applicable,,
41064849,2013-06-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10.0,A
41064849,2013-06-13,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,,
41064849,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A
41064849,2013-06-13,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,10.0,A
41074503,2013-06-13,02B,Hot food item not held at or above 140º F.,Critical,12.0,
41074503,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,
41078097,2013-06-13,04M,Live roaches present in facility's food and/or non-food areas.,Critical,24.0,
41078097,2013-06-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,24.0,
41078097,2013-06-13,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24.0,
41078097,2013-06-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24.0,
41078097,2013-06-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24.0,
41078097,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,24.0,
41086102,2013-06-13,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7.0,A
41086102,2013-06-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A
41086843,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13.0,A
41086843,2013-06-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A
41086843,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A
41098211,2013-06-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29.0,
41098211,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,29.0,
41098211,2013-06-13,02B,Hot food item not held at or above 140º F.,Critical,29.0,
41098211,2013-06-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29.0,
41098211,2013-06-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,29.0,
41142210,2013-06-13,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12.0,A
41142210,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A
41142210,2013-06-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A
41163073,2013-06-13,,,Not Applicable,0.0,A
41186822,2013-06-13,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,15.0,
41186822,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,15.0,
41215975,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A
41215975,2013-06-13,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,10.0,A
41224938,2013-06-13,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,11.0,A
41224938,2013-06-13,02B,Hot food item not held at or above 140º F.,Critical,11.0,A
41224938,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A
41226130,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,41.0,
41226130,2013-06-13,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,41.0,
41226130,2013-06-13,02B,Hot food item not held at or above 140º F.,Critical,41.0,
41226130,2013-06-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,41.0,
41226130,2013-06-13,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,41.0,
41226130,2013-06-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,41.0,
41226130,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,41.0,
41236577,2013-06-13,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12.0,A
41236577,2013-06-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A
41249648,2013-06-13,04M,Live roaches present in facility's food and/or non-food areas.,Critical,5.0,
41249648,2013-06-13,,,Not Applicable,,
41262936,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,18.0,B
41262936,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18.0,B
41262936,2013-06-13,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,18.0,B
41262936,2013-06-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18.0,B
41269160,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,11.0,A
41269160,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A
41276811,2013-06-13,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9.0,A
41276811,2013-06-13,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,9.0,A
41296556,2013-06-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24.0,B
41296556,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,24.0,B
41296556,2013-06-13,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,24.0,B
41296556,2013-06-13,04M,Live roaches present in facility's food and/or non-food areas.,Critical,24.0,B
41296556,2013-06-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24.0,B
41334817,2013-06-13,,,Not Applicable,,
41334817,2013-06-13,20F,Current letter grade card not posted.,Not Critical,,
41347997,2013-06-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9.0,A
41347997,2013-06-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9.0,A
41350639,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A
41373304,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A
41373304,2013-06-13,09C,Food contact surface not properly maintained.,Not Critical,12.0,A
41373304,2013-06-13,02B,Hot food item not held at or above 140º F.,Critical,12.0,A
41387224,2013-06-13,20F,Current letter grade card not posted.,Not Critical,,
41387224,2013-06-13,02B,Hot food item not held at or above 140º F.,Critical,19.0,
41387224,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19.0,
41387224,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,19.0,
41387911,2013-06-13,,,Not Applicable,,
41388867,2013-06-13,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,38.0,
41388867,2013-06-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,38.0,
41388867,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,38.0,
41388867,2013-06-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,38.0,
41388867,2013-06-13,04M,Live roaches present in facility's food and/or non-food areas.,Critical,38.0,
41388867,2013-06-13,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,38.0,
41399644,2013-06-13,02B,Hot food item not held at or above 140º F.,Critical,43.0,
41399644,2013-06-13,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,43.0,
41399644,2013-06-13,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,43.0,
41399644,2013-06-13,04M,Live roaches present in facility's food and/or non-food areas.,Critical,43.0,
41403916,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A
41403916,2013-06-13,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9.0,A
41405163,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,17.0,B
41405163,2013-06-13,02B,Hot food item not held at or above 140º F.,Critical,17.0,B
41405163,2013-06-13,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,
41414797,2013-06-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19.0,
41414797,2013-06-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19.0,
41414797,2013-06-13,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,19.0,
41417300,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,15.0,
41417300,2013-06-13,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,15.0,
41417300,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,15.0,
41422279,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A
41422279,2013-06-13,02B,Hot food item not held at or above 140º F.,Critical,11.0,A
41429855,2013-06-13,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,17.0,B
41429855,2013-06-13,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,17.0,B
41429855,2013-06-13,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,17.0,B
41438516,2013-06-13,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,
41438516,2013-06-13,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,8.0,A
41456477,2013-06-13,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,22.0,B
41456477,2013-06-13,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,22.0,B
41456477,2013-06-13,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,22.0,B
41463979,2013-06-13,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,19.0,B
41463979,2013-06-13,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19.0,B
41463979,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19.0,B
41463979,2013-06-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19.0,B
41464440,2013-06-13,09B,Thawing procedures improper.,Not Critical,14.0,
41464440,2013-06-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14.0,
41464440,2013-06-13,15J,Ashtray present in smoke-free area.,Not Critical,,
41464440,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,14.0,
41470527,2013-06-13,04M,Live roaches present in facility's food and/or non-food areas.,Critical,24.0,
41470527,2013-06-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24.0,
41470527,2013-06-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24.0,
41470527,2013-06-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24.0,
41470527,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,24.0,
41473017,2013-06-13,,,Not Applicable,,
41473017,2013-06-13,16C,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.",Not Critical,,
41474909,2013-06-13,,,Not Applicable,,
41494299,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,22.0,B
41494299,2013-06-13,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,
41494299,2013-06-13,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,22.0,B
41494299,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22.0,B
41494299,2013-06-13,02B,Hot food item not held at or above 140º F.,Critical,22.0,B
41502782,2013-06-13,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,3.0,A
41511427,2013-06-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32.0,
41511427,2013-06-13,20F,Current letter grade card not posted.,Not Critical,,
41511427,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32.0,
41511427,2013-06-13,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,32.0,
41511427,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,32.0,
41511427,2013-06-13,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,32.0,
41512992,2013-06-13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,49.0,
41512992,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,49.0,
41512992,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,49.0,
41512992,2013-06-13,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,49.0,
41512992,2013-06-13,09B,Thawing procedures improper.,Not Critical,49.0,
41512992,2013-06-13,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,49.0,
41520084,2013-06-13,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,28.0,C
41547909,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A
41547909,2013-06-13,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A
41547909,2013-06-13,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,13.0,A
41547909,2013-06-13,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13.0,A
41553986,2013-06-13,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,14.0,B
41553986,2013-06-13,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,14.0,B
41553986,2013-06-13,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,14.0,B
41559459,2013-06-13,,,Not Applicable,,
41563853,2013-06-13,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,10.0,A
41563853,2013-06-13,09B,Thawing procedures improper.,Not Critical,10.0,A
41568417,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A
41568417,2013-06-13,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,6.0,A
41570932,2013-06-13,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,21.0,
41570932,2013-06-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21.0,
41570932,2013-06-13,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,21.0,
41570932,2013-06-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21.0,
